review_id,user_suggestion
1,1
2,1
3,1
4,1
6,1
10,1
13,0
20,1
22,1
23,1
29,1
30,1
31,1
33,1
36,1
38,1
40,1
41,1
45,1
54,1
57,1
58,1
59,1
62,1
63,1
66,1
69,1
72,1
73,1
75,1
78,1
80,1
82,1
83,1
84,1
86,1
88,1
91,1
96,1
97,1
100,0
101,1
103,1
106,1
107,1
108,1
109,1
112,1
118,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
128,1
129,1
141,1
142,1
143,1
146,1
147,1
153,1
154,1
156,1
157,1
161,1
162,1
163,1
164,1
169,1
173,1
174,1
175,1
180,1
182,1
187,1
188,1
189,1
190,1
192,1
193,1
196,1
198,1
199,1
200,1
212,1
213,1
219,1
221,1
224,1
227,1
229,1
234,1
238,1
243,1
245,1
247,1
248,1
250,1
252,1
253,1
255,1
260,1
261,1
263,1
264,1
265,1
268,1
270,1
276,1
279,1
281,1
286,1
291,1
294,1
295,1
297,1
299,1
301,1
303,1
304,1
305,1
308,1
309,1
310,1
313,1
314,1
315,1
316,1
317,1
319,1
320,1
321,1
323,1
332,1
333,1
334,1
335,1
336,1
338,0
340,0
341,1
342,1
344,1
346,1
347,1
350,0
354,0
357,1
359,1
361,1
364,1
365,0
366,1
367,1
369,1
370,1
371,1
375,0
377,0
379,1
380,1
382,1
384,1
385,1
386,1
389,0
391,1
395,0
398,1
399,0
402,1
406,0
410,1
411,1
414,1
415,1
416,1
420,1
421,1
424,1
427,1
430,1
435,1
438,1
439,1
442,0
443,1
444,1
446,1
450,1
452,0
463,1
464,1
465,1
468,0
469,1
471,1
472,1
474,1
476,1
477,0
479,1
481,1
482,1
484,0
485,1
489,1
492,1
495,0
497,1
498,1
502,1
505,1
507,1
508,1
510,1
511,1
512,1
515,1
516,1
517,1
519,1
521,1
522,1
523,1
524,1
525,1
528,1
529,1
532,1
533,1
535,0
537,1
540,1
543,0
545,0
547,1
553,1
554,1
556,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
567,1
570,1
573,0
576,1
577,1
578,1
584,0
588,0
590,1
597,0
600,1
602,1
603,0
610,0
612,1
617,0
618,1
620,1
623,1
624,1
625,0
629,0
631,0
633,1
635,1
636,1
637,1
640,1
641,1
642,0
643,0
644,1
646,0
650,1
652,1
656,1
659,1
661,1
662,0
663,1
664,1
667,1
671,1
673,1
674,0
676,0
678,1
683,0
687,1
688,1
694,1
696,1
699,0
703,0
707,0
708,1
710,0
711,1
714,0
715,1
717,0
718,0
720,0
723,1
730,0
732,0
733,0
734,0
738,0
739,1
744,1
746,0
755,0
758,0
759,0
765,0
768,1
771,0
772,0
775,0
779,0
780,0
782,0
783,0
785,1
786,1
788,0
795,1
797,0
798,0
799,0
800,0
809,0
810,1
812,0
819,1
826,0
828,0
830,0
832,1
833,0
834,1
836,0
837,0
839,0
840,0
841,1
842,1
843,0
845,1
847,1
848,0
849,0
857,0
860,1
866,1
867,0
871,0
879,0
881,0
883,0
884,1
887,1
890,1
892,1
895,1
896,1
897,1
898,1
904,1
905,1
910,1
915,1
916,0
918,1
919,1
921,1
922,1
924,1
925,1
928,1
929,1
933,1
935,1
938,1
940,1
942,1
944,1
946,1
949,1
952,1
958,1
961,1
966,1
967,1
968,1
970,1
971,1
972,1
976,0
979,1
983,1
984,1
985,1
988,1
989,1
994,1
1002,1
1005,1
1007,1
1008,1
1009,1
1012,1
1013,1
1014,1
1023,1
1026,1
1027,1
1028,1
1029,1
1030,1
1032,1
1034,1
1036,1
1038,1
1040,1
1042,1
1046,1
1050,1
1052,1
1053,1
1055,1
1057,1
1059,1
1060,1
1065,1
1067,1
1070,1
1071,1
1074,1
1077,1
1087,1
1089,1
1091,1
1092,1
1095,1
1101,1
1102,1
1110,1
1111,1
1117,1
1120,1
1123,1
1128,1
1129,1
1133,1
1134,1
1137,1
1138,1
1140,1
1142,1
1143,1
1144,1
1146,1
1149,1
1150,1
1152,1
1155,1
1158,1
1161,1
1166,1
1167,1
1176,0
1177,1
1179,1
1181,1
1183,1
1184,1
1187,1
1188,1
1189,1
1191,1
1193,1
1194,1
1201,1
1203,1
1204,1
1205,1
1206,1
1210,1
1211,1
1219,0
1221,0
1224,1
1230,1
1231,1
1232,1
1237,1
1241,1
1247,1
1249,1
1250,1
1251,1
1252,1
1254,1
1255,1
1257,1
1263,1
1264,1
1265,1
1270,1
1272,1
1273,1
1274,1
1277,1
1279,1
1280,1
1281,1
1283,1
1284,1
1287,1
1288,1
1290,1
1292,1
1295,1
1298,1
1300,1
1305,1
1308,1
1310,1
1315,1
1316,1
1323,0
1324,1
1325,1
1327,1
1331,1
1334,1
1335,1
1337,1
1338,1
1347,1
1348,1
1349,1
1350,1
1358,1
1359,1
1361,1
1369,1
1372,1
1374,1
1375,1
1376,1
