review_id,user_suggestion
1,0.0
2,1.0
3,1.0
4,1.0
6,1.0
10,0.0
13,0.0
20,1.0
22,0.0
23,1.0
29,0.0
30,0.0
31,1.0
33,0.0
36,1.0
38,0.0
40,0.0
41,1.0
45,1.0
54,0.0
57,1.0
58,1.0
59,1.0
62,1.0
63,1.0
66,1.0
69,1.0
72,1.0
73,0.0
75,0.0
78,1.0
80,1.0
82,1.0
83,1.0
84,0.0
86,0.0
88,1.0
91,0.0
96,0.0
97,0.0
100,1.0
101,1.0
103,1.0
106,0.0
107,1.0
108,1.0
109,1.0
112,1.0
118,0.0
120,1.0
121,0.0
122,0.0
123,0.0
124,0.0
125,1.0
126,1.0
128,1.0
129,1.0
141,1.0
142,1.0
143,0.0
146,0.0
147,1.0
153,0.0
154,1.0
156,1.0
157,0.0
161,1.0
162,1.0
163,0.0
164,0.0
169,0.0
173,0.0
174,1.0
175,0.0
180,0.0
182,1.0
187,0.0
188,0.0
189,1.0
190,1.0
192,0.0
193,1.0
196,1.0
198,1.0
199,1.0
200,1.0
212,1.0
213,1.0
219,0.0
221,0.0
224,1.0
227,0.0
229,0.0
234,0.0
238,1.0
243,1.0
245,1.0
247,0.0
248,1.0
250,0.0
252,1.0
253,1.0
255,1.0
260,1.0
261,1.0
263,1.0
264,1.0
265,1.0
268,1.0
270,0.0
276,1.0
279,0.0
281,0.0
286,0.0
291,0.0
294,1.0
295,1.0
297,0.0
299,1.0
301,0.0
303,0.0
304,1.0
305,0.0
308,1.0
309,0.0
310,1.0
313,1.0
314,1.0
315,0.0
316,1.0
317,1.0
319,1.0
320,0.0
321,1.0
323,1.0
332,1.0
333,1.0
334,1.0
335,1.0
336,1.0
338,1.0
340,1.0
341,1.0
342,1.0
344,1.0
346,0.0
347,0.0
350,1.0
354,1.0
357,1.0
359,1.0
361,0.0
364,1.0
365,1.0
366,1.0
367,1.0
369,1.0
370,0.0
371,1.0
375,1.0
377,0.0
379,0.0
380,1.0
382,1.0
384,1.0
385,1.0
386,1.0
389,0.0
391,1.0
395,1.0
398,1.0
399,0.0
402,1.0
406,0.0
410,1.0
411,1.0
414,1.0
415,1.0
416,0.0
420,1.0
421,1.0
424,1.0
427,1.0
430,1.0
435,1.0
438,0.0
439,1.0
442,0.0
443,1.0
444,1.0
446,0.0
450,1.0
452,1.0
463,0.0
464,1.0
465,0.0
468,0.0
469,1.0
471,1.0
472,0.0
474,0.0
476,1.0
477,0.0
479,0.0
481,0.0
482,1.0
484,0.0
485,1.0
489,1.0
492,1.0
495,1.0
497,1.0
498,1.0
502,1.0
505,1.0
507,1.0
508,1.0
510,1.0
511,1.0
512,1.0
515,1.0
516,0.0
517,1.0
519,1.0
521,1.0
522,0.0
523,1.0
524,1.0
525,0.0
528,1.0
529,1.0
532,1.0
533,1.0
535,1.0
537,0.0
540,0.0
543,0.0
545,1.0
547,1.0
553,1.0
554,1.0
556,1.0
558,0.0
559,1.0
560,1.0
561,0.0
562,0.0
563,1.0
564,0.0
567,0.0
570,1.0
573,0.0
576,0.0
577,1.0
578,1.0
584,1.0
588,1.0
590,1.0
597,1.0
600,1.0
602,1.0
603,1.0
610,0.0
612,1.0
617,0.0
618,1.0
620,0.0
623,1.0
624,0.0
625,1.0
629,1.0
631,1.0
633,0.0
635,1.0
636,0.0
637,0.0
640,1.0
641,0.0
642,0.0
643,0.0
644,0.0
646,0.0
650,1.0
652,1.0
656,0.0
659,1.0
661,1.0
662,1.0
663,0.0
664,0.0
667,1.0
671,1.0
673,1.0
674,1.0
676,1.0
678,0.0
683,1.0
687,0.0
688,0.0
694,0.0
696,1.0
699,1.0
703,0.0
707,1.0
708,1.0
710,1.0
711,1.0
714,0.0
715,1.0
717,0.0
718,0.0
720,1.0
723,0.0
730,1.0
732,0.0
733,1.0
734,1.0
738,1.0
739,1.0
744,0.0
746,0.0
755,0.0
758,0.0
759,1.0
765,1.0
768,0.0
771,0.0
772,0.0
775,0.0
779,0.0
780,0.0
782,1.0
783,0.0
785,0.0
786,0.0
788,0.0
795,1.0
797,1.0
798,0.0
799,1.0
800,0.0
809,1.0
810,1.0
812,1.0
819,1.0
826,1.0
828,1.0
830,1.0
832,1.0
833,0.0
834,1.0
836,0.0
837,1.0
839,1.0
840,0.0
841,0.0
842,0.0
843,0.0
845,1.0
847,1.0
848,1.0
849,0.0
857,1.0
860,1.0
866,1.0
867,1.0
871,0.0
879,0.0
881,1.0
883,1.0
884,0.0
887,0.0
890,0.0
892,1.0
895,1.0
896,1.0
897,1.0
898,1.0
904,1.0
905,0.0
910,1.0
915,0.0
916,1.0
918,1.0
919,0.0
921,1.0
922,1.0
924,1.0
925,0.0
928,1.0
929,0.0
933,0.0
935,0.0
938,1.0
940,1.0
942,0.0
944,1.0
946,0.0
949,0.0
952,0.0
958,0.0
961,1.0
966,1.0
967,0.0
968,1.0
970,1.0
971,0.0
972,0.0
976,1.0
979,1.0
983,1.0
984,1.0
985,0.0
988,1.0
989,1.0
994,0.0
1002,1.0
1005,0.0
1007,1.0
1008,1.0
1009,0.0
1012,0.0
1013,1.0
1014,1.0
1023,1.0
1026,1.0
1027,0.0
1028,1.0
1029,1.0
1030,1.0
1032,0.0
1034,0.0
1036,1.0
1038,0.0
1040,0.0
1042,1.0
1046,1.0
1050,1.0
1052,1.0
1053,1.0
1055,0.0
1057,1.0
1059,1.0
1060,0.0
1065,1.0
1067,1.0
1070,1.0
1071,0.0
1074,1.0
1077,0.0
1087,1.0
1089,1.0
1091,1.0
1092,0.0
1095,1.0
1101,0.0
1102,0.0
1110,1.0
1111,1.0
1117,1.0
1120,1.0
